2.007860000000000014e+02	1.830836429535356901e-03
2.012489999999999952e+02	7.705089058021892881e-03
2.017119999999999891e+02	-1.204347422389339187e-02
2.021759999999999877e+02	1.068601143744586299e-03
2.026390000000000100e+02	2.952899038632411655e-03
2.031020000000000039e+02	2.487103420185246896e-03
2.035649999999999977e+02	-1.500041108599112390e-02
2.040279999999999916e+02	-4.070443767414326508e-03
2.044910000000000139e+02	-2.839248394597887817e-02
2.049540000000000077e+02	-1.666394824112555836e-02
2.054159999999999968e+02	8.419082074051967290e-03
2.058789999999999907e+02	-5.000782315138706420e-03
2.063420000000000130e+02	-9.239795577975187107e-03
2.068050000000000068e+02	-5.262406596952638217e-03
2.072680000000000007e+02	5.085696603888435058e-02
2.077309999999999945e+02	-6.037273051434362096e-03
2.081930000000000121e+02	1.534497362290551323e-02
2.086560000000000059e+02	-4.616094775085593377e-02
2.091189999999999998e+02	9.541696115923299290e-03
2.095819999999999936e+02	4.010297856749940604e-02
2.100440000000000111e+02	3.780450488740159237e-02
2.105070000000000050e+02	-1.537272200218666070e-02
2.109699999999999989e+02	-7.806954385550832209e-03
2.114319999999999879e+02	-7.129544177165911094e-03
2.118950000000000102e+02	-8.373606721023990965e-03
2.123569999999999993e+02	4.181806813538109513e-02
2.128199999999999932e+02	1.144164013692006501e-02
2.132820000000000107e+02	7.257887204259697890e-03
2.137450000000000045e+02	6.089607349257651799e-03
2.142069999999999936e+02	1.150921323762037554e-02
2.146699999999999875e+02	2.312103676828897170e-02
2.151320000000000050e+02	1.430857745814146688e-02
2.155939999999999941e+02	1.266016849496012960e-02
2.160569999999999879e+02	8.403047699984646929e-03
2.165190000000000055e+02	-3.943404393211194514e-02
2.169809999999999945e+02	-2.413490007073591792e-02
2.174439999999999884e+02	3.134169369597200605e-01
2.179060000000000059e+02	3.100003760263016217e-02
2.183679999999999950e+02	1.016321807244924963e-02
2.188300000000000125e+02	1.953486261940783064e-02
2.192920000000000016e+02	2.205289556597255993e-02
2.197549999999999955e+02	1.962518668670204178e-02
2.202170000000000130e+02	1.977677831234331968e-02
2.206790000000000020e+02	6.016233162580275629e-02
2.211409999999999911e+02	-1.508009484186501568e-02
2.216030000000000086e+02	-1.522597300756380750e-02
2.220649999999999977e+02	-6.335132963474900125e-02
2.225269999999999868e+02	1.066607620051539529e-01
2.229890000000000043e+02	-1.156791130896778486e-01
2.234509999999999934e+02	-2.613420670549303562e-02
2.239130000000000109e+02	4.397493821137316017e-01
2.243750000000000000e+02	4.739938976308108454e-02
2.248369999999999891e+02	1.595642165712362476e-02
2.252990000000000066e+02	2.230698692053707799e-02
2.257599999999999909e+02	1.895113743628955294e-02
2.262220000000000084e+02	1.435124632454150458e-02
2.266839999999999975e+02	1.433814365297109497e-02
2.271459999999999866e+02	2.360989354121132908e-02
2.276069999999999993e+02	8.029840493612477870e-02
2.280689999999999884e+02	2.080523795319217870e-02
2.285310000000000059e+02	2.424880776926443063e-02
2.289919999999999902e+02	3.836155906628684054e-02
2.294540000000000077e+02	-5.837672120247045654e-02
2.299159999999999968e+02	3.550324778791143915e-02
2.303770000000000095e+02	1.575038355475639335e-02
2.308389999999999986e+02	1.323134238126855503e-02
2.313000000000000114e+02	2.098769552137118646e-02
2.317620000000000005e+02	4.777048334252559370e-02
2.322230000000000132e+02	4.516854162639053621e-02
2.326850000000000023e+02	2.717914046204598644e-01
2.331459999999999866e+02	-inf
2.336080000000000041e+02	-6.251560410518097743e-02
2.340689999999999884e+02	1.183887183719823655e-01
2.345300000000000011e+02	2.053912595390996673e-02
2.349919999999999902e+02	1.128569905687400697e-02
2.354530000000000030e+02	1.454904532202254235e-02
2.359139999999999873e+02	2.134785683056455302e-02
2.363760000000000048e+02	3.564641373989724249e-02
2.368369999999999891e+02	1.427402105264733746e-02
2.372980000000000018e+02	1.244207288582176510e-02
2.377589999999999861e+02	1.217441277363606397e-02
2.382199999999999989e+02	9.272010228966287571e-03
2.386810000000000116e+02	9.110868557979491869e-03
2.391430000000000007e+02	8.520253390104757726e-03
2.396040000000000134e+02	1.460712694437571804e-02
2.400649999999999977e+02	1.838690237787885678e-02
2.405260000000000105e+02	2.107811558950861697e-02
2.409869999999999948e+02	1.428978734398456650e-02
2.414480000000000075e+02	1.298558248290425550e-02
2.419089999999999918e+02	1.750705964744370818e-02
2.423700000000000045e+02	3.355114255195903311e-02
2.428309999999999889e+02	1.625815998441971708e-02
2.432909999999999968e+02	9.938133275131868713e-03
2.437520000000000095e+02	1.474782144550701619e-02
2.442129999999999939e+02	6.855667416112638454e-03
2.446740000000000066e+02	5.247638896193684149e-03
2.451349999999999909e+02	3.720741059602016097e-03
2.455949999999999989e+02	6.476929738721195519e-03
2.460560000000000116e+02	1.263441630186796540e-02
2.465169999999999959e+02	1.382051936565397744e-02
2.469780000000000086e+02	4.868794859189555513e-03
2.474379999999999882e+02	4.908837742474204610e-03
2.478990000000000009e+02	3.420772737964786810e-03
2.483590000000000089e+02	5.178263558825441440e-03
2.488199999999999932e+02	3.051417069844300327e-03
2.492810000000000059e+02	3.689699261331088123e-03
2.497410000000000139e+02	-2.311897184457031070e-03
2.502019999999999982e+02	-1.921900837026729435e-03
2.506620000000000061e+02	-6.306472871600611596e-03
2.511229999999999905e+02	-1.868573232505105122e-03
2.515829999999999984e+02	-3.659045763442915749e-03
2.520430000000000064e+02	-6.043681659471805689e-03
2.525039999999999907e+02	2.789621285370421852e-02
2.529639999999999986e+02	-4.322919662573580790e-02
2.534250000000000114e+02	-2.587930444224768867e-02
2.538849999999999909e+02	-1.923309563561744970e-02
2.543449999999999989e+02	-2.290131056780529348e-02
2.548050000000000068e+02	-1.231753837271561298e-02
2.552659999999999911e+02	-1.419265584360236004e-02
2.557259999999999991e+02	-6.412380490979296965e-02
2.561859999999999786e+02	-4.510591121886000504e-02
2.566460000000000150e+02	-1.520311886108900550e-02
2.571059999999999945e+02	-1.058828558760157960e-02
2.575659999999999741e+02	-9.874160549126586098e-03
2.580260000000000105e+02	-1.401045107707623097e-02
2.584870000000000232e+02	-1.767665811806189494e-02
2.589470000000000027e+02	-2.102927776755389444e-02
2.594069999999999823e+02	-1.828877203327191822e-02
2.598670000000000186e+02	-1.961055150232893923e-02
2.603269999999999982e+02	-2.889346512883901250e-02
2.607860000000000014e+02	-1.010382229634943507e-01
2.612459999999999809e+02	-3.754622738920920105e-02
2.617060000000000173e+02	-7.315693118667954131e-02
2.621659999999999968e+02	-2.981200535478915198e-02
2.626259999999999764e+02	-4.144177482494743048e-02
2.630860000000000127e+02	-2.352522748976542538e-02
